id,nft_rank,rarity score,img_url,is_one_of_one,gender,body,hat,glasses,mouth,clothes,background,trait_count
10684,3972,71.88,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3973,No,Female,Olive,Crown,VR,lipstick,None,Red,3
5419,3973,71.87,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5419,No,Male,Black,Cap (Black),None,Cigarette,Prisoner,Cyan,3
863,3974,71.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/863,No,Male,Dark Brown,Cap (Pink),None,None,Pirate,Orange,2
679,3975,71.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/679,No,Male,Brown,Cap (Pink),None,None,Pirate,Orange,2
5764,3976,71.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5764,No,Male,Purple,Cap (Red),Sunglasses,Mask,None,Purple,3
1660,3977,71.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1660,No,Male,Orange,Cap (Green),Glasses,None,None,Yellow,2
2797,3978,71.84,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2797,No,Male,Olive,Cap (Red),None,Mask,Jacket,Orange,3
144,3979,71.83,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/144,No,Male,Lime,None,Glasses,None,Jacket,Purple,2
12409,3980,71.83,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5698,No,Female,Red,Straw Hat,VR,None,Fancy Dress,Cyan,3
7961,3981,71.81,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1250,No,Female,Red,Tiny Hat,Band,lipstick,Suit,Cyan,4
1002,3982,71.81,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1002,No,Male,Brown,Cap (Blue),Glasses,None,Prisoner,Green,3
2595,3983,71.8,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2595,No,Male,Blue,Cap (Purple),None,None,Jacket,Gray,2
9517,3984,71.8,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2806,No,Female,Red,Straw Hat,VR,None,Strapless Dress,Cyan,3
5797,3985,71.8,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5797,No,Male,Black,Cap (Blue),Sunglasses,None,Prisoner,Green,3
620,3986,71.79,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/620,No,Male,Purple,Cap (Green),None,Cigarette,Prisoner,Green,3
1528,3987,71.79,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1528,No,Male,Brown,Cap (Black),Sunglasses,Pipe,Suit,Cyan,4
9866,3988,71.79,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3155,No,Female,Green,Straw Hat,VR,None,Fancy Dress,Orange,3
5754,3989,71.78,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5754,No,Male,Brown,Cap (Green),None,Pipe,Suit,Purple,3
11828,3990,71.78,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5117,No,Female,Green,Straw Hat,VR,None,Strapless Dress,Red,3
1776,3991,71.78,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1776,No,Male,Orange,Cap (Black),Eyepatch,Cigarette,None,Red,3
3205,3992,71.77,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3205,No,Male,Dark Brown,Cap (Black),Glasses,None,Prisoner,Green,3
12958,3993,71.76,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6247,No,Female,Green,Straw Hat,VR,None,Sweater,Cyan,3
77,3994,71.75,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/77,No,Male,Brown,Cap (Black),Eyepatch,Mask,Suit,Gray,4
3467,3995,71.75,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3467,No,Male,Blue,Cap (Green),None,None,Jacket,Red,2
4530,3996,71.75,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4530,No,Male,Lime,None,None,Mask,Jacket,Gray,2
1414,3997,71.75,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1414,No,Male,Dark Brown,Cap (Pink),None,None,Pirate,Cyan,2
10034,3998,71.74,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3323,No,Female,Green,Straw Hat,VR,lipstick,Jacket,Orange,4
1511,3999,71.73,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1511,No,Male,Blue,Cap (Green),None,None,Jacket,Orange,2
6275,4000,71.72,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6275,No,Male,Purple,Cap (Pink),None,Mask,Suit,Purple,3
2232,4001,71.72,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2232,No,Male,Olive,Cap (Pink),Glasses,Cigarette,None,Yellow,3
5430,4002,71.71,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5430,No,Male,Purple,Cap (Green),None,Cigarette,Prisoner,Red,3
576,4003,71.71,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/576,No,Male,Dark Brown,Cap (Blue),Glasses,None,Prisoner,Orange,3
3468,4004,71.7,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3468,No,Male,Purple,Cap (Blue),Sunglasses,Mask,Pirate,Purple,4
9680,4005,71.69,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2969,No,Female,Olive,Tiny Hat,VR,lipstick,None,Cyan,3
5598,4006,71.69,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5598,No,Male,Purple,Cap (Green),None,Cigarette,Prisoner,Orange,3
1099,4007,71.69,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1099,No,Male,Black,None,Eyepatch,None,Prisoner,Cyan,2
5411,4008,71.67,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5411,No,Male,Black,Cap (Blue),None,Cigarette,Prisoner,Purple,3
12976,4009,71.67,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6265,No,Female,Red,Straw Hat,VR,None,Sweater,Purple,3
4368,4010,71.67,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4368,No,Male,Dark Brown,None,Cyber,Mask,Suit,Orange,3
84,4011,71.67,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/84,No,Male,Dark Brown,Cap (Black),Eyepatch,Mask,Suit,Red,4
6882,4012,71.66,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/171,No,Female,Dark Brown,None,Blue Lenses,None,Jacket,Yellow,2
12681,4013,71.66,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5970,No,Female,Green,Straw Hat,VR,None,Strapless Dress,Cyan,3
1912,4014,71.65,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1912,No,Male,Dark Brown,Cap (Black),Eyepatch,Mask,Suit,Orange,4
5721,4015,71.64,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5721,No,Male,Orange,Cap (Purple),None,Mask,None,Gray,2
6383,4016,71.64,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6383,No,Male,Orange,Cap (Purple),None,Mask,None,Green,2
3500,4017,71.63,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3500,No,Male,Dark Brown,None,None,Pipe,Prisoner,Gray,2
1745,4018,71.63,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1745,No,Male,Dark Brown,Cap (Blue),Cyber,None,Jacket,Green,3
3134,4019,71.63,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3134,No,Male,Olive,Cyber,None,None,Jacket,Orange,2
2860,4020,71.62,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2860,No,Male,Orange,None,Eyepatch,None,Pirate,Purple,2
6126,4021,71.62,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6126,No,Male,Black,Cap (Red),Sunglasses,Cigarette,None,Gray,3
1179,4022,71.62,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1179,No,Male,Orange,None,None,None,Prisoner,Green,1
5182,4023,71.62,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5182,No,Male,Brown,Cap (Green),Glasses,Mask,Jacket,Gray,4
1603,4024,71.61,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1603,No,Male,Brown,Cap (Pink),None,None,Pirate,Yellow,2
6211,4025,71.6,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6211,No,Male,Dark Brown,Cap (Blue),Glasses,None,Prisoner,Cyan,3
9315,4026,71.59,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2604,No,Female,Red,Straw Hat,VR,None,Fancy Dress,Purple,3
1647,4027,71.59,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1647,No,Male,Blue,Cap (Purple),None,None,Jacket,Cyan,2
4569,4028,71.57,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4569,No,Male,Orange,Cap (Green),None,Mask,None,Orange,2
9308,4029,71.57,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2597,No,Female,Red,Straw Hat,VR,None,Strapless Dress,Purple,3
3640,4030,71.56,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3640,No,Male,Dark Brown,Cap (Black),Glasses,None,Prisoner,Cyan,3
1360,4031,71.56,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1360,No,Male,Brown,Cap (Black),Glasses,None,Prisoner,Cyan,3
8170,4032,71.56,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1459,No,Female,Olive,Straw Hat,VR,Gum,Suit,Purple,4
334,4033,71.55,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/334,No,Male,Brown,Cap (Black),Sunglasses,Pipe,Suit,Purple,4
12272,4034,71.55,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5561,No,Female,Olive,Tiny Hat,VR,lipstick,None,Yellow,3
6186,4035,71.55,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6186,No,Male,Dark Brown,None,None,Pipe,Prisoner,Red,2
775,4036,71.54,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/775,No,Male,Brown,Cap (Blue),Cyber,None,Jacket,Red,3
1600,4037,71.54,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1600,No,Male,Dark Brown,Cyber,None,Cigarette,Jacket,Orange,3
11437,4038,71.54,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4726,No,Female,Dark Brown,Straw Hat,VR,Cigarette,Sweater,Green,4
11743,4039,71.54,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5032,No,Female,Red,Straw Hat,VR,lipstick,Jacket,Purple,4
621,4040,71.54,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/621,No,Male,Lime,None,None,None,Suit,Gray,1
3586,4041,71.54,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3586,No,Male,Lime,None,None,Mask,Jacket,Cyan,2
2463,4042,71.54,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2463,No,Male,Lime,None,None,None,Suit,Green,1
6759,4043,71.53,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/48,No,Female,Green,Straw Hat,VR,None,Sweater,Purple,3
6375,4044,71.52,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6375,No,Male,Black,Cap (Black),None,Pipe,Jacket,Green,3
4979,4045,71.52,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4979,No,Male,Olive,Cyber,None,None,Jacket,Cyan,2
5715,4046,71.52,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5715,No,Male,Olive,Cap (Black),Sunglasses,Pipe,Jacket,Red,4
3820,4047,71.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3820,No,Male,Dark Brown,Cap (Pink),None,None,Pirate,Purple,2
6030,4048,71.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6030,No,Male,Orange,Cap (Black),Eyepatch,Cigarette,None,Yellow,3
6602,4049,71.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6602,No,Male,Olive,Cap (Red),Glasses,None,None,Cyan,2
5605,4050,71.5,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5605,No,Male,Black,Cap (Green),Sunglasses,Mask,Jacket,Orange,4
5344,4051,71.49,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5344,No,Male,Dark Brown,Cap (Black),Cyber,None,Jacket,Orange,3
1388,4052,71.47,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1388,No,Male,Brown,Cap (Pink),Eyepatch,None,None,Orange,2
10145,4053,71.46,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3434,No,Female,Olive,Tiny Hat,VR,lipstick,None,Purple,3
151,4054,71.44,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/151,No,Male,Black,Cap (Black),None,Pipe,Jacket,Red,3
13177,4055,71.44,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6466,No,Female,Green,Tiny Hat,Band,lipstick,Suit,Purple,4
96,4056,71.43,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/96,No,Male,Lime,None,None,None,Suit,Orange,1
10441,4057,71.43,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3730,No,Female,Brown,Tiny Hat,VR,Gum,None,Purple,3
6219,4058,71.42,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6219,No,Male,Brown,None,None,Pipe,Prisoner,Cyan,2
2528,4059,71.42,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2528,No,Male,Dark Brown,None,Cyber,Mask,Suit,Yellow,3
1356,4060,71.41,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1356,No,Male,Orange,None,None,None,Prisoner,Cyan,1
3684,4061,71.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3684,No,Male,Blue,Cap (Blue),None,None,None,Green,1
1113,4062,71.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1113,No,Male,Brown,Cap (Green),Glasses,Mask,Jacket,Cyan,4
5249,4063,71.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5249,No,Male,Lime,None,None,Mask,Jacket,Yellow,2
13232,4064,71.4,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6521,No,Female,Green,Straw Hat,VR,lipstick,Jacket,Purple,4
4106,4065,71.39,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4106,No,Male,Blue,Cap (Green),None,None,Jacket,Purple,2
5825,4066,71.38,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5825,No,Male,Brown,Cap (Black),Cyber,None,Jacket,Cyan,3
12506,4067,71.37,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5795,No,Female,Brown,Straw Hat,VR,Cigarette,Fancy Dress,Red,4
8478,4068,71.37,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1767,No,Female,Green,Tiny Hat,Band,Gum,Jacket,Red,4
3470,4069,71.37,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3470,No,Male,Blue,Cap (Black),None,None,None,Gray,1
3179,4070,71.37,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3179,No,Male,Dark Brown,Cap (Blue),Glasses,None,Prisoner,Purple,3
603,4071,71.37,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/603,No,Male,Blue,Cap (Black),None,None,None,Green,1
3381,4072,71.36,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3381,No,Male,Blue,Cap (Purple),None,None,Jacket,Purple,2
4907,4073,71.35,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4907,No,Male,Brown,Cap (Green),Glasses,None,Pirate,Gray,3
10775,4074,71.35,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4064,No,Female,Dark Brown,Straw Hat,VR,Cigarette,Strapless Dress,Red,4
1387,4075,71.35,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1387,No,Male,Brown,Cap (Blue),Eyepatch,Mask,Suit,Purple,4
1390,4076,71.34,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1390,No,Male,Black,Cap (Black),Sunglasses,Cigarette,Pirate,Red,4
7513,4077,71.33,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/802,No,Female,Dark Brown,Straw Hat,VR,Cigarette,Strapless Dress,Orange,4
1087,4078,71.33,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1087,No,Male,Dark Brown,None,Cyber,Mask,Suit,Purple,3
5137,4079,71.33,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5137,No,Male,Lime,None,None,None,Suit,Cyan,1
4350,4080,71.32,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4350,No,Male,Blue,Cap (Blue),None,None,None,Red,1
3678,4081,71.32,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3678,No,Male,Brown,Cap (Purple),Glasses,None,Pirate,Gray,3
2266,4082,71.31,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2266,No,Male,Brown,Cap (Purple),Glasses,None,Pirate,Green,3
7166,4083,71.31,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/455,No,Female,Purple,Tiny Hat,VR,lipstick,None,Gray,3
2211,4084,71.3,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2211,No,Male,Lime,None,None,Mask,Jacket,Purple,2
969,4085,71.3,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/969,No,Male,Black,Cap (Purple),Sunglasses,None,Pirate,Gray,3
3794,4086,71.3,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3794,No,Male,Blue,Cap (Blue),None,None,None,Orange,1
12265,4087,71.3,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5554,No,Female,Green,Visor,Band,Gum,Fancy Dress,Red,4
5577,4088,71.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5577,No,Male,Brown,Cyber,None,Cigarette,Jacket,Yellow,3
4775,4089,71.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4775,No,Male,Orange,Cap (Purple),None,Mask,None,Yellow,2
3671,4090,71.28,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3671,No,Male,Dark Brown,Cap (Blue),None,Mask,Prisoner,Green,3
6011,4091,71.28,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6011,No,Male,Brown,Cap (Blue),None,Mask,Prisoner,Green,3
1793,4092,71.28,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1793,No,Male,Brown,Cap (Red),Glasses,Cigarette,None,Yellow,3
3265,4093,71.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3265,No,Male,Olive,Cap (Red),Glasses,None,None,Purple,2
10022,4094,71.26,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3311,No,Female,Olive,Tiny Hat,VR,None,Suit,Orange,3
10048,4095,71.25,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3337,No,Female,Green,Visor,Band,Gum,Strapless Dress,Orange,4
9372,4096,71.25,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2661,No,Female,Red,Tiny Hat,Band,Gum,Jacket,Yellow,4
2586,4097,71.25,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2586,No,Male,Brown,Cap (Black),None,Mask,Prisoner,Green,3
2740,4098,71.25,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2740,No,Male,Dark Brown,Cap (Green),Glasses,None,Pirate,Orange,3
1252,4099,71.24,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1252,No,Male,Purple,Cap (Green),None,Pipe,Jacket,Gray,3
5118,4100,71.23,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5118,No,Male,Orange,Cap (Green),None,Mask,None,Purple,2
2102,4101,71.23,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2102,No,Male,Black,Cap (Green),Sunglasses,None,Pirate,Orange,3
3740,4102,71.2,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3740,No,Male,Brown,Cyber,None,Cigarette,Jacket,Purple,3
3653,4103,71.2,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3653,No,Male,Olive,Cap (Blue),Sunglasses,Pipe,Jacket,Purple,4
12850,4104,71.2,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6139,No,Female,Brown,Visor,VR,Gum,Suit,Green,4
3624,4105,71.19,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3624,No,Male,Orange,Cap (Purple),Sunglasses,Cigarette,Jacket,Gray,4
6515,4106,71.19,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6515,No,Male,Dark Brown,None,None,Pipe,Prisoner,Purple,2
5073,4107,71.19,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5073,No,Male,Lime,None,None,None,Suit,Yellow,1
1375,4108,71.18,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1375,No,Male,Dark Brown,Cap (Pink),Glasses,None,Suit,Gray,3
2780,4109,71.18,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2780,No,Male,Brown,Cap (Blue),None,Mask,Prisoner,Orange,3
2961,4110,71.18,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2961,No,Male,Dark Brown,Cap (Pink),Glasses,None,Suit,Green,3
1033,4111,71.17,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1033,No,Male,Black,Cap (Red),Sunglasses,Cigarette,None,Purple,3
7601,4112,71.17,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/890,No,Female,Olive,Crown,Band,Cigarette,Fancy Dress,Gray,4
2420,4113,71.16,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2420,No,Male,Brown,Cap (Black),None,Mask,Prisoner,Red,3
12139,4114,71.16,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5428,No,Female,Red,Visor,Band,Gum,Sweater,Purple,4
2914,4115,71.16,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2914,No,Male,Blue,Cap (Black),None,None,None,Cyan,1
1740,4116,71.15,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1740,No,Male,Black,Cap (Green),Sunglasses,Mask,Jacket,Purple,4
8079,4117,71.15,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1368,No,Female,Olive,Visor,VR,lipstick,Suit,Red,4
7437,4118,71.15,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/726,No,Female,Green,Visor,Band,Gum,Strapless Dress,Cyan,4
9849,4119,71.15,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3138,No,Female,Olive,Crown,Band,Cigarette,Strapless Dress,Gray,4
10,4120,71.14,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/10,No,Male,Black,Cap (Pink),None,Cigarette,Suit,Yellow,3
5885,4121,71.14,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5885,No,Male,Purple,Cyber,None,None,Jacket,Gray,2
2090,4122,71.13,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2090,No,Male,Purple,Cap (Green),None,Pipe,Jacket,Orange,3
11782,4123,71.13,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5071,No,Female,Olive,Visor,VR,lipstick,Suit,Orange,4
5508,4124,71.12,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5508,No,Male,Black,Cap (Green),Sunglasses,None,Pirate,Cyan,3
3910,4125,71.11,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3910,No,Male,Brown,Cyber,Sunglasses,None,Jacket,Cyan,3
5254,4126,71.11,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5254,No,Male,Olive,Cap (Red),None,Mask,None,Red,2
