id,nft_rank,rarity score,img_url,is_one_of_one,gender,body,hat,glasses,mouth,clothes,background,trait_count
3963,154,199.37,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3963,No,Male,Brown,None,Monocle,Cigarette,Prisoner,Gray,3
3780,155,199.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3780,No,Male,Brown,None,Monocle,Cigarette,Prisoner,Red,3
3812,156,199.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3812,No,Male,Dark Brown,None,Monocle,Cigarette,Prisoner,Orange,3
4022,157,199.2,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4022,No,Male,Brown,Wizard,Cyber,None,None,Cyan,2
4271,158,199.06,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4271,No,Male,Dark Brown,Wizard,Sunglasses,Mask,Pirate,Orange,4
1559,159,199.06,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1559,No,Male,Brown,Wizard,Sunglasses,Mask,Pirate,Orange,4
2513,160,198.97,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2513,No,Male,Blue,Pirate,Cyber,Armor,None,Red,3
2340,161,198.74,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2340,No,Male,Pink,Cap (Green),None,Cigarette,None,Cyan,2
93,162,198.64,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/93,No,Male,Black,None,Monocle,None,Pirate,Red,2
586,163,198.62,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/586,No,Male,Olive,Cap (Green),Monocle,Cigarette,None,Cyan,3
4072,164,198.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4072,No,Male,Blue,Wizard,Sunglasses,None,Suit,Orange,3
4023,165,198.44,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4023,No,Male,Black,Wizard,Eyepatch,Cigarette,Jacket,Cyan,4
4039,166,198.43,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4039,No,Male,Pink,None,Glasses,Mask,Jacket,Purple,3
2851,167,198.05,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2851,No,Male,Orange,None,Monocle,None,None,Green,1
4946,168,197.97,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4946,No,Male,Orange,None,Monocle,None,None,Red,1
3737,169,197.72,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3737,No,Male,Dark Brown,Wizard,Eyepatch,Mask,Jacket,Orange,4
4289,170,197.69,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4289,No,Male,Dark Brown,Cap (Black),Monocle,Mask,None,Gray,3
2377,171,197.59,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2377,No,Male,Dark Brown,Cap (Black),Monocle,Cigarette,Suit,Purple,4
2367,172,197.55,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2367,No,Male,Brown,Cap (Purple),Monocle,None,Suit,Yellow,3
853,173,197.32,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/853,No,Male,Pink,Cap (Green),None,None,Jacket,Yellow,2
5008,174,197.2,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5008,No,Male,Pink,Cap (Purple),None,None,Jacket,Purple,2
3386,175,196.99,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3386,No,Male,Brown,None,Monocle,None,Prisoner,Yellow,2
6388,176,196.49,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6388,No,Male,Black,Cap (Black),Monocle,None,None,Green,2
5620,177,196.43,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5620,No,Male,Black,Cap (Blue),Monocle,None,None,Orange,2
1868,178,196.2,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1868,No,Male,Pink,Cap (Black),None,Cigarette,Suit,Green,3
891,179,195.93,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/891,No,Male,Pink,None,Eyepatch,None,Suit,Red,2
4232,180,195.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4232,No,Male,Olive,Wizard,None,Mask,Pirate,Gray,3
3277,181,195.41,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3277,No,Male,Pink,None,Glasses,None,None,Gray,1
5643,182,195.18,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5643,No,Male,Pink,None,None,Cigarette,Pirate,Green,2
6330,183,194.97,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6330,No,Male,Pink,None,Glasses,None,None,Purple,1
5433,184,194.78,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5433,No,Male,Pink,None,None,Mask,None,Orange,1
1723,185,194.67,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1723,No,Male,Pink,None,None,Mask,None,Cyan,1
225,186,194.64,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/225,No,Male,Orange,Wizard,None,Mask,Jacket,Yellow,3
2057,187,194.41,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2057,No,Male,Pink,None,Sunglasses,None,Pirate,Purple,2
4816,188,194.4,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4816,No,Male,Pink,None,Glasses,Cigarette,Suit,Green,3
3639,189,194.35,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3639,No,Male,Pink,None,Eyepatch,Cigarette,None,Purple,2
1093,190,194.18,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1093,No,Male,Pink,Cap (Black),None,None,Suit,Gray,2
10786,191,194.1,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4075,No,Female,Green,Traffic Cone,VR,None,Jacket,Green,3
3073,192,194.08,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3073,No,Male,Black,None,Monocle,Mask,None,Red,2
3325,193,193.86,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3325,No,Male,Brown,Pirate,Cyber,Armor,Pirate,Green,4
2605,194,193.43,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2605,No,Male,Pink,None,Eyepatch,None,Jacket,Red,2
5806,195,193.41,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5806,No,Male,Pink,None,Eyepatch,None,Jacket,Orange,2
8773,196,193.26,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2062,No,Female,Green,Traffic Cone,VR,None,None,Red,2
877,197,193.21,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/877,No,Male,Olive,Wizard,None,Pipe,None,Purple,2
6678,198,192.95,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6678,No,Male,Pink,Cap (Black),None,Cigarette,None,Green,2
3814,199,192.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3814,No,Male,Pink,Cap (Black),None,Cigarette,None,Orange,2
5823,200,192.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5823,No,Male,Pink,Cap (Black),None,Cigarette,None,Purple,2
5923,201,192.49,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5923,No,Male,Olive,Wizard,None,None,Prisoner,Purple,2
1209,202,191.94,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1209,No,Male,Dark Brown,Wizard,None,Pipe,Jacket,Yellow,3
1170,203,191.94,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1170,No,Male,Brown,Wizard,None,Pipe,Jacket,Yellow,3
53,204,191.94,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/53,No,Male,Pink,None,Glasses,None,Suit,Purple,2
6514,205,191.59,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6514,No,Male,Brown,Cap (Black),Monocle,None,Suit,Yellow,3
3598,206,191.55,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3598,No,Male,Pink,None,Glasses,Cigarette,Jacket,Yellow,3
6434,207,191.54,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6434,No,Male,Dark Brown,Wizard,None,Pipe,None,Green,2
5097,208,191.47,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5097,No,Male,Olive,Wizard,Glasses,Cigarette,Suit,Yellow,4
4198,209,191.19,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4198,No,Male,Brown,Wizard,None,Pipe,None,Yellow,2
2462,210,191.15,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2462,No,Male,Pink,None,Glasses,Cigarette,None,Green,2
6320,211,191.05,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6320,No,Male,Pink,None,Glasses,Cigarette,None,Orange,2
3941,212,191.02,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3941,No,Male,Purple,Wizard,Glasses,Cigarette,Suit,Cyan,4
2290,213,190.99,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2290,No,Male,Purple,Cap (Blue),Monocle,None,Jacket,Green,3
3815,214,190.75,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3815,No,Male,Dark Brown,Cap (Blue),Monocle,Cigarette,None,Green,3
1461,215,190.71,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1461,No,Male,Dark Brown,Cap (Black),Monocle,Cigarette,None,Green,3
1531,216,190.67,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1531,No,Male,Dark Brown,Cap (Blue),Monocle,Cigarette,None,Red,3
6576,217,190.57,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6576,No,Male,Dark Brown,None,Monocle,None,Pirate,Yellow,2
5238,218,190.55,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5238,No,Male,Black,Wizard,None,Mask,Suit,Yellow,3
11981,219,190.54,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5270,No,Female,Red,Traffic Cone,Sunglasses,Gum,Sweater,Green,4
5115,220,190.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5115,No,Male,Brown,Cap (Black),Monocle,Cigarette,None,Purple,3
3559,221,190.01,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3559,No,Male,Black,None,Monocle,Cigarette,Suit,Purple,3
7800,222,189.79,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1089,No,Female,Green,Traffic Cone,Band,None,Strapless Dress,Purple,3
759,223,189.61,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/759,No,Male,Light Orange,Pirate,None,None,Cyborg,Gray,2
3777,224,189.47,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3777,No,Male,Brown,Cap (Blue),Monocle,None,Jacket,Green,3
5638,225,189.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5638,No,Male,Dark Brown,Cap (Blue),Monocle,None,Jacket,Cyan,3
5794,226,189.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5794,No,Male,Brown,Cap (Blue),Monocle,None,Jacket,Cyan,3
5320,227,189.25,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5320,No,Male,Pink,None,None,Mask,Jacket,Orange,2
5615,228,189.25,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5615,No,Male,Black,Wizard,Sunglasses,Mask,None,Orange,3
4814,229,188.54,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4814,No,Male,Purple,None,Monocle,Mask,Jacket,Red,3
5884,230,188.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5884,No,Male,Orange,Wizard,None,None,Suit,Gray,2
4166,231,188.42,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4166,No,Male,Orange,Wizard,None,None,Suit,Red,2
6396,232,188.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6396,No,Male,Black,Wizard,None,Mask,Jacket,Orange,3
5466,233,188.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5466,No,Male,Lime,None,None,None,None,Gray,0
2685,234,188.19,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2685,No,Male,Lime,None,None,None,None,Red,0
5003,235,188.17,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5003,No,Male,Lime,None,None,None,None,Orange,0
2900,236,188.06,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2900,No,Male,Lime,None,None,None,None,Cyan,0
12673,237,187.97,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5962,No,Female,Green,Traffic Cone,Sunglasses,lipstick,Sweater,Yellow,4
6399,238,187.92,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6399,No,Male,Lime,None,None,None,None,Yellow,0
1399,239,187.83,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1399,No,Male,Lime,None,None,None,None,Purple,0
3217,240,187.67,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3217,No,Male,Purple,Wizard,Sunglasses,Mask,Jacket,Cyan,4
6638,241,187.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6638,No,Male,Pink,None,Sunglasses,None,None,Red,1
4041,242,187.47,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4041,No,Male,Pink,None,None,Cigarette,None,Purple,1
6528,243,186.37,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6528,No,Male,Dark Brown,None,Monocle,Mask,None,Gray,2
2038,244,186.17,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2038,No,Male,Purple,Wizard,Eyepatch,None,Jacket,Orange,3
354,245,186.16,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/354,No,Male,Dark Brown,None,Monocle,Mask,None,Cyan,2
681,246,185.9,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/681,No,Male,Orange,Wizard,None,None,Jacket,Orange,2
11646,247,185.79,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4935,No,Female,Olive,Traffic Cone,Band,lipstick,Jacket,Gray,4
8019,248,185.68,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1308,No,Female,Dark Brown,Traffic Cone,Band,Gum,Jacket,Red,4
7337,249,185.57,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/626,No,Female,Olive,Traffic Cone,Band,None,Sweater,Yellow,3
11409,250,185.32,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4698,No,Female,Red,Traffic Cone,Band,lipstick,None,Cyan,3
10459,251,185.16,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3748,No,Female,Purple,Traffic Cone,Band,None,Fancy Dress,Red,3
2214,252,185.08,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2214,No,Male,Purple,None,Monocle,None,None,Red,1
207,253,185.05,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/207,No,Male,Purple,Wizard,Glasses,None,Suit,Red,3
3685,254,184.93,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3685,No,Male,Black,Wizard,None,None,None,Green,1
1334,255,184.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1334,No,Male,Black,Wizard,None,None,None,Red,1
10162,256,184.69,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/3451,No,Female,Red,Traffic Cone,None,Gum,Fancy Dress,Green,3
4405,257,184.66,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4405,No,Male,Dark Brown,Wizard,Eyepatch,None,Jacket,Orange,3
1503,258,184.53,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1503,No,Male,Pink,None,None,Cigarette,Suit,Yellow,2
8693,259,184.53,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1982,No,Female,Green,Traffic Cone,None,Gum,Sweater,Orange,3
3104,260,184.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3104,No,Male,Light Orange,Pirate,Cyber,Mask,None,Green,3
8020,261,184.44,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1309,No,Female,Green,Traffic Cone,None,Gum,Fancy Dress,Orange,3
11162,262,184.34,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4451,No,Female,Green,Traffic Cone,None,Gum,Fancy Dress,Cyan,3
12234,263,184.33,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5523,No,Female,Red,Traffic Cone,None,Gum,Sweater,Purple,3
2322,264,183.93,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2322,No,Male,Dark Brown,Wizard,Eyepatch,None,None,Red,2
4049,265,183.91,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4049,No,Male,Purple,Wizard,Glasses,Cigarette,None,Green,3
7427,266,183.91,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/716,No,Female,Olive,Traffic Cone,Sunglasses,lipstick,Sweater,Green,4
3938,267,183.91,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3938,No,Male,Dark Brown,Wizard,Eyepatch,None,None,Orange,2
3355,268,183.85,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3355,No,Male,Black,Wizard,None,Cigarette,Suit,Red,3
2484,269,183.57,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2484,No,Male,Dark Brown,None,Monocle,None,None,Red,1
5888,270,183.57,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5888,No,Male,Brown,Wizard,Eyepatch,None,None,Purple,2
3868,271,183.45,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3868,No,Male,Dark Brown,None,Monocle,None,None,Cyan,1
3302,272,183.34,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3302,No,Male,Pink,None,Sunglasses,Cigarette,None,Green,2
4972,273,183.23,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4972,No,Male,Olive,Wizard,Glasses,None,Jacket,Gray,3
549,274,183.13,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/549,No,Male,Olive,Wizard,Glasses,None,Jacket,Orange,3
13400,275,183.12,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6689,No,Female,Purple,Traffic Cone,Sunglasses,lipstick,Fancy Dress,Orange,4
4131,276,182.99,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4131,No,Male,Pink,None,Sunglasses,Cigarette,None,Yellow,2
4157,277,182.81,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4157,No,Male,Blue,Gangster,Cyber,Armor,Suit,Cyan,4
9620,278,182.69,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2909,No,Female,Red,Traffic Cone,None,lipstick,Sweater,Green,3
1783,279,182.39,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1783,No,Male,Pink,None,None,Cigarette,Jacket,Gray,2
5745,280,182.38,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5745,No,Male,Olive,None,Monocle,None,Suit,Yellow,2
7055,281,182.38,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/344,No,Female,Red,Traffic Cone,None,lipstick,Strapless Dress,Cyan,3
11241,282,182.2,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4530,No,Female,Green,Traffic Cone,None,lipstick,Sweater,Yellow,3
6139,283,182.19,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6139,No,Male,Brown,Wizard,Glasses,Cigarette,None,Cyan,3
1210,284,181.7,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1210,No,Male,Black,Wizard,None,None,Suit,Cyan,2
3758,285,181.58,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3758,No,Male,Purple,None,Monocle,Cigarette,Jacket,Red,3
165,286,181.51,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/165,No,Male,Olive,None,Monocle,Cigarette,None,Green,2
1469,287,181.44,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1469,No,Male,Purple,Wizard,Glasses,None,None,Purple,2
13203,288,181.25,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6492,No,Female,Dark Brown,Traffic Cone,Sunglasses,lipstick,Strapless Dress,Purple,4
11726,289,180.74,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5015,No,Female,Red,Traffic Cone,None,Cigarette,Strapless Dress,Red,3
74,290,180.63,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/74,No,Male,Dark Brown,None,Monocle,None,Suit,Gray,2
6646,291,180.6,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6646,No,Male,Dark Brown,Wizard,None,Mask,Jacket,Gray,3
12510,292,180.52,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5799,No,Female,Red,Traffic Cone,Sunglasses,None,Fancy Dress,Green,3
2500,293,180.49,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2500,No,Male,Brown,Wizard,None,Mask,Jacket,Orange,3
3725,294,180.29,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3725,No,Male,Dark Brown,Wizard,Glasses,None,None,Red,2
5906,295,180.27,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/5906,No,Male,Black,Wizard,Sunglasses,None,None,Red,2
3411,296,180.24,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/3411,No,Male,Black,Wizard,None,Cigarette,None,Purple,2
6004,297,180.23,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6004,No,Male,Olive,None,Monocle,None,Jacket,Green,2
6586,298,180.21,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6586,No,Male,Blue,Cap (Red),Sunglasses,Armor,Cyborg,Orange,4
13213,299,180.14,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/6502,No,Female,Olive,Traffic Cone,None,Gum,Fancy Dress,Gray,3
12206,300,180.08,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5495,No,Female,Red,Traffic Cone,Sunglasses,None,Fancy Dress,Purple,3
2818,301,180.04,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/2818,No,Male,Blue,None,None,None,None,Gray,0
8809,302,180.01,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/2098,No,Female,Olive,Traffic Cone,None,Gum,Strapless Dress,Orange,3
6154,303,179.96,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6154,No,Male,Orange,Pirate,Eyepatch,Armor,Jacket,Orange,4
4443,304,179.95,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4443,No,Male,Blue,None,None,None,None,Red,0
1039,305,179.93,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1039,No,Male,Blue,None,None,None,None,Orange,0
12605,306,179.9,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5894,No,Female,Purple,Traffic Cone,Sunglasses,Gum,Suit,Gray,4
239,307,179.83,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/239,No,Male,Blue,None,None,None,None,Cyan,0
4676,308,179.8,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/4676,No,Male,Dark Brown,None,Monocle,Cigarette,Jacket,Yellow,3
1881,309,179.69,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/1881,No,Male,Blue,None,None,None,None,Yellow,0
11764,310,179.62,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/5053,No,Female,Green,Crown,Cyber Glasses,lipstick,Strapless Dress,Orange,4
8363,311,179.62,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/1652,No,Female,Purple,Traffic Cone,None,Gum,Sweater,Gray,3
11117,312,179.6,QmR87K1oY8dXL4op91A9zcz4hPmCd8JbMVDTTuUnpXyQcr/4406,No,Female,Brown,Traffic Cone,Sunglasses,Cigarette,Fancy Dress,Yellow,4
6,313,179.59,QmY71ban6QoWg9nbNwikk6wVWknj8NFBG8nMGHEuzwfAwf/6,No,Male,Blue,None,None,None,None,Purple,0
